"Scarborough & District Bridge Club","SCARBOROUGH","00207292"
"Scunthorpe Bridge Club","SCUNTHORPE","00209858"
"Seer Green Bridge Club","BEACONSFIELD","00204707"
"Selby & Hambleton Bridge Club","SELBY","00204109"
"Selsdon Bridge Club","OXTED","00207273"
"Semington Village Bridge Club","FROME","00430697"
"Shaftesbury Bridge Club","Gillingham","00203405"
"Sheffield Bridge Club","CHESTERFIELD","00206703"
"Shelley Bridge Club","HUDDERSFIELD","00202778"
"Sherborne Bridge Club","Sherborne","00209820"
"Shrewsbury Contract Bridge Club","SHREWSBURY","00204669"
"Silhill Bridge Club","SOLIHULL","00208518"
"Slough Bridge Club","MAIDENHEAD","00202084"
"Sobell Bridge Club","Uxbridge","00210570"
"Solent Bridge League","Fareham","00204650"
"Somerford Keynes Bridge Club","Swindon","00203358"
"South Bucks Bridge Centre","Burnham","00210490"
"South Croydon Sports Club -Bridge Section","SOUTH CROYDON","00207216"
"South Eastern Bridge League","BEXLEY","00202179"
"South Shields Bridge Club","Sunderland","00208499"
"South Western League","TROWBRIDGE","00452459"
"Southampton & District Contract Bridge League","EASTLEIGH","00207530"
"Southborough Bridge Club","Tunbridge Wells","00422238"
"Southend And Leigh Bridge Club","WESTCLIFF-ON-SEA","00205914"
"Southport Bridge Club","SOUTHPORT","00209763"
"Southwick Daytime Duplicate Club","FROME","00476073"
"Spadesbourne Bridge Club","Studley","00207226"
"Spalding Bridge Club","BOSTON","00202436"
"Spire Bridge","SALISBURY","00461356"
"Spring Park Bridge Club","West Wickham","00207178"
"St Andrew Bridge Club (Glasgow)","GLASGOW","00470554"
"St Andrews Bridge Club","ST. ANDREWS","00469036"
"St Georges Bridge Club","Darlington","00211166"
"St Martins Bridge Club","GUERNSEY","00456433"
"St. Annes Bridge Club","CHIGWELL","00206456"
"St. Austell Bridge Club","St.Austell","00202027"
"St. Ediths Lane Bridge Club","Chelmsford","00206979"
"St. Ives Bridge Club","St. Ives","00209744"
"St. Leonards Bridge Club","Hastings","00205876"
"St.Albans Duplicate Bridge Club","HARPENDEN","00206674"
"St.Bees Bridge Club","SEASCALE","00209146"
"Stafford Bridge Club","Stafford","00208442"
"Stamford Bridge Club","Stamford","00209725"
"Stansfield Bridge Club","SUDBURY","00477654"
"Stepping Stone Bridge Club","DUNDEE","00468433"
"Stevenage Bridge Club","Stevenage","00210075"
"Stewartry Bridge Club","CASTLE DOUGLAS","00470885"
"Stirling & Union Bridge Club","TILLICOULTRY","00468736"
"Stockton Bridge Club","Middlesbrough","00203291"
"Stoke Mandeville Bridge Club","AYLESBURY","00210969"
"Stourbridge Bridge Club","Stourbridge","00204574"
"Stowmarket Bridge Club","IPSWICH","00210616"
"Stratford St Mary Bridge Club","Colchester","00203035"
"Stratford-Upon-Avon Bridge Club Ltd","STRATFORD-UPON-AVON","00205857"
"Stratford-Upon-Avon Bridge For All Bridge Club","STRATFORD UPON AVON","00211224"
"Street Bridge Club","WELLS","00203111"
"Stroud Bridge Club","STROUD","00208423"
"Sudbury Contract Bridge Club",,"00209706"
"Summertown Bridge Club","WOODSTOCK","00210427"
"Sunday Tigers Bridge Club","NOTTINGHAM","00211160"
"Sutton Coldfield Bridge Club","SUTTON COLDFIELD","00207121"
"Swanley Bridge Club","DA3 ","00205629"
"Swanmore Bridge Club","SOUTHAMPTON","00210758"
"Swansea Bridge Club","Swansea","00470395"
"Swindon Bridge Club","SWINDON","00203253"
"T.G.R. at the Cavendish Club","LONDON","00426997"
"Tain Bridge Club","TAIN","00468726"
"Tandem Bridge Club (2009)","WALLINGTON","00210718"
"Taunton Bridge Club","TAUNTON","00207102"
"Taverham Bridge Club","Norwich","00208110"
"Taw Vale Bridge Club","BARNSTAPLE","00207036"
"Teignmouth Bridge Club","Newton Abbot","00414722"
"Teignmouth New Road Bridge Club","TEIGNMOUTH","00474750"
"Tenterden Duplicate Bridge Club","BENENDEN","00203234"
"Test County",,"00476425"
"Tettenhall Bridge Club","DUDLEY","00204517"
"Tewkesbury Bridge Club","Tewkesbury","00205800"
"Thakeham Bridge Club","BILLINGSHURST","00201267"
"Thame Bridge Club","High Wycombe","00207083"
"Thames Valley Bridge League","ESHER","00201932"
"Thanet Bridge Club","BROADSTAIRS","00201866"
"The Bedford Congress","NORTHAMPTON","00471871"
"The Birches Bridge Club","Hereford","00211130"
"The Bognor Club","Bognor Regis","00203357"
"The Bridge Academy","HARROW","00429185"
"The Bridge School at Gerrards Cross","HEDGERLEY GREEN","00456026"
"The Hurlingham Club","London","00201466"
"The Lymington Club Ltd","LYMINGTON","00202559"
"The Upper Basildon Bridge Club","READING","00451176"
"Thirsk Bridge Club","THIRSK","00210572"
"Thistleworth Lawn Tennis Bridge Club","ISLEWORTH","00209611"
"Thorpe Bay Bridge Club","SOUTHEND-ON-SEA","00201894"
"Thribb Bridge Club","STROUD","00411056"
"Thurlestone Bridge Club","KINGSBRIDGE","00206114"
"Thursday Bridge Club Cambridge","Cambridge","00205743"
"Tigers Bridge Club","HYTHE","00210721"
"Tipton St.John Acolites BC","SEATON","00211297"
"Titchfield Bridge Club","Southampton","00207340"
"Tonbridge Bridge Club","Tonbridge","00207891"
"Torquay Bridge Club","TORQUAY","00207026"
"Towcester Bridge Club","Northampton","00203073"
"Trafford Bridge Club","ALTRINCHAM","00207311"
"Trowbridge County Town Bridge Club","TROWBRIDGE","00422671"
"Truro Bridge Club","Nr. Truro","00201875"
"Tryst Bridge Club","FALKIRK","00470061"
"Tudor Bridge Club","BRISTOL","00207844"
"Tudor Bridge Club","GUILDFORD","00206561"
"Tunbridge Wells Bridge Club","TUNBRIDGE WELLS","00204441"
"Tyler Hill Bridge Club","CANTERBURY","00475452"
"Tynemouth Duplicate Bridge Club","NORTH SHIELDS","00207606"
"Upper Deal Bridge Club","Deal","00202579"
"Upper Norwood Bridge Club","LONDON","00206998"
"Vagabonds Bridge Club","PINNER","00209554"
"Vale of Glamorgan B.C.","CARDIFF","00469254"
"Victoria Bridge Club","JERSEY","00203120"
"Wadebridge Bridge Club","WADEBRIDGE","00209070"
"Wakefield Bridge Club","NORMANTON","00205667"
"Wallingford Bridge Club","CHALGROVE","00208233"
"Waltham Forest Bridge Club","LONDON","00204384"
"Walton & Hersham Bridge Club","NEW MALDEN","00209279"
"Wantage Bridge Club","DIDCOT","00210499"
"Wardown Bridge Club","Bedford","00211059"
"Warminster Bridge Club","Warminster","00210068"
"Warrington Bridge Club","RUNCORN","00204365"
"Watford and Bushey Bridge Club","EDGWARE","00201600"
"Weald Bridge Club","Hassocks","00204166"
"Weald Of Kent Bridge Club","CRANBROOK","00210065"
"Wearside Bridge Club","SUNDERLAND","00205449"
"Wedmore Bridge Club","WEDMORE","00206732"
"Welcome Bridge Club","WOKING","00464573"
"Wellingborough Bridge Club","WELLINGBOROUGH","00204147"
"Wellington Heath Bridge Club","LEDBURY","00415233"
"Wells City Bridge Club","SHEPTON MALLET","00211000"
"Welton (Lincoln) Bridge Club","Lincoln","00210402"
"Welwyn Garden City Bridge Club","AL8 ","00209478"
"Wensleydale Bridge Club","RICHMOND","00210001"
"West Bridgford Bridge Club","Nottingham","00203044"
"West London Gay Bridge Club","W9 2","00418762"
"West Midlands Bridge Club Limited","SOLIHULL","00208252"
"West Norfolk & King's Lynn Bridge Club","KING'S LYNN","00209535"
"West Of England Bridge Club","Bristol","00206209"
"West Sussex Bridge Club","Danehill","00203101"
"West Wight Bridge Club","NEWPORT","00205610"
"West Worthing Club","WORTHING","00206893"
"Westbury Bridge Club","Loughton","00208176"
"Westcotes Bridge Club","LEICESTER","00205040"
"Western Bridge Club","GLASGOW","00468758"
"Wetherby Bridge Club","WETHERBY","00204308"
"Weymouth Bridge Club","WEYMOUTH","00205591"
"Whitby Bridge Club","Whitby","00201694"
"Whitley Bay Bridge Club","WHITLEY BAY","00203006"
"Wilton Bridge Club","TAUNTON","00210408"
"Wilton Bridge Club","BEXHILL-ON-SEA","00206855"
"Wimbledon Bridge Club","SW19","00207777"
"Winchcombe Bridge Club","Cheltenham","00206466"
"Winchester Bridge Club","Winchester","00208138"
"Windermere Duplicate Bridge Club","WINDERMERE","00206542"
"Windsor Bridge Club","WINDSOR","00210399"
"Winscombe & District Bridge Club","BRISTOL","00202987"
"Wirral Duplicate Bridge Club","WIRRAL","00204270"
"Wisbech Bridge Club","WISBECH","00201115"
"Witham Duplicate Bridge Club","Maldon","00205553"
"Witney Bridge Club","CHIPPING NORTON","00206836"
"Wolverhampton Bridge Club","Wightwick","00209402"
"Woodberry Bridge Club","LONDON","00201685"
"Woodborough Bridge Club","NOTTINGHAM","00203995"
"Woodbridge Bridge Club","IPSWICH","00202968"
"Woodham Ferrers Bridge Club","Chelmsford","00202065"
"Wootton Bassett Bridge Club","SWINDON","00206817"
"Worcester Bridge Club","WORCESTER","00209260"
"Workington Bridge Club","WHITEHAVEN","00208100"
"Worshipful Co. of Makers of Playing Cards","West Molesey","00418108"
"Worthing Bridge Club","ARUNDEL","00202949"
"Worthydown Bridge Club","SO16","00204232"
"Wrexham Garden Village Bridge Club","WREXHAM","00465982"
"Wrexham Park View Bridge Club","WREXHAM","00468438"
"Wyeside Bridge Club","Kingstone","00207787"
"Wymondham & District Bridge Club","Attleborough","00205515"
"Wymondham Wednesday Bridge Club","WYMONDHAM","00201980"
"Wyvern Bridge Club","WOKING","00202674"
"Yateley and Hawley Bridge Club","Farnborough","00204099"
"Yeovil Bridge Club","YEOVIL","00208081"
"Ynys Mon Bridge Club","Anglesey","00471281"
"York Bridge Club","YORK","00209364"
"Young Chelsea Bridge Club","LONDON","00202930"
